hand,deal,advisor_seat,advisor_position,dealer_seat,street_reached,showdown,board,advisor_hole,advisor_chips,villain_chips,decisions,seat0_chips,seat1_chips,seat2_chips
4853,1617,2,BB,0,1,False,5c 5s Kc,9s 4s,-20,20,5,0,20,-20
4854,1618,0,BTN,0,3,True,Td Jh 8h Qs 5h,Th 3h,0,0,11,0,0,0
4855,1618,1,SB,0,0,False,,9c 2s,-10,10,2,0,-10,10
4856,1618,2,BB,0,3,True,Td Jh 8h Qs 5h,6d 9h,0.0,0.0,10,0.0,0.0,0.0
4857,1619,0,BTN,0,0,False,,8d Ts,-50,50,4,-50,-10,60
4858,1619,1,SB,0,0,False,,5d 9c,-10,10,2,0,-10,10
4859,1619,2,BB,0,1,False,2h Ks 3c,Jc Jh,20,-20,6,0,-20,20
4860,1620,0,BTN,0,2,False,6d Jd 8s Qs,5s Ac,-50,50,7,-50,-10,60
4861,1620,1,SB,0,0,False,,Qd 7s,-10,10,2,0,-10,10
4862,1620,2,BB,0,3,True,6d Jd 8s Qs Th,Qh 3c,-523.8095238095239,523.8095238095239,10,0.0,523.8095238095239,-523.8095238095239
4863,1621,0,BTN,0,3,True,7s 4h Jd Kc Th,9s Kd,2010,-2010,12,2010,-10,-2000
4864,1621,1,SB,0,3,False,7s 4h Jd Kc Th,9d 5h,-10,10,11,405,-10,-395
4865,1621,2,BB,0,3,True,7s 4h Jd Kc Th,4s Qc,-470,470,14,490,-20,-470
4866,1622,0,BTN,0,3,True,5d Jh 3s 8d 2d,Qc 5s,0,0,11,0,-160,160
4867,1622,1,SB,0,0,False,,2s 4d,-10,10,2,0,-10,10
4868,1622,2,BB,0,3,True,5d Jh 3s 8d 2d,9s 3h,40,-40,9,0,-40,40
4869,1623,0,BTN,0,1,False,5s Ah Ks,Kc 9d,60,-60,6,60,-10,-50
4870,1623,1,SB,0,1,False,5s Ah Ks,2d Td,-10,10,6,30,-10,-20
4871,1623,2,BB,0,1,False,5s Ah Ks,7c 8h,-20,20,6,30,-10,-20
4872,1624,0,BTN,0,1,False,Ac Qd Tc,9d Td,-380,380,7,-380,-10,390
4873,1624,1,SB,0,0,False,,2c 4s,-10,10,2,0,-10,10
4874,1624,2,BB,0,2,False,Ac Qd Tc 8d,Qh Ks,20,-20,8,0,-20,20
4875,1625,0,BTN,0,3,True,8d 3c 3h 5h Kd,6c 5c,-1967,1967,10,-1967,2017,-50
4876,1625,1,SB,0,2,False,8d 3c 3h 5h,Td Ts,60,-60,7,0,60,-60
4877,1625,2,BB,0,0,False,,Js 4h,-20,20,3,0,20,-20
4878,1626,0,BTN,0,1,False,9h Jd Kc,3s 3c,60,-60,6,60,-10,-50
4879,1626,1,SB,0,0,False,,7h 6d,-10,10,2,0,-10,10
4880,1626,2,BB,0,3,True,9h Jd Kc 4c Ts,2h 4s,20,-20,9,0,-20,20
4881,1627,0,BTN,0,3,True,3h 5h Jc Ac 2h,Th 5d,0,0,9,0,480,-480
4882,1627,1,SB,0,3,True,3h 5h Jc Ac 2h,5c Qc,250,-250,9,0,250,-250
4883,1627,2,BB,0,3,True,3h 5h Jc Ac 2h,Kc 3d,-320,320,9,0,320,-320
4884,1628,0,BTN,0,3,True,8s As Qh Jd 4d,8c Ad,-1604.857142857143,1604.8571428571427,13,-1604.857142857143,-149.0,1753.8571428571427
4885,1628,1,SB,0,2,False,8s As Qh Jd,4h 4s,-100,100,8,0,-100,100
4886,1628,2,BB,0,3,True,8s As Qh Jd 4d,Tc 9s,2000,-2000,13,0,-2000,2000
4887,1629,0,BTN,0,0,False,,Qs 2c,0,0,4,0,-20,20
4888,1629,1,SB,0,2,False,Js Th 5h 9c,5d 4d,-100,100,8,0,-100,100
4889,1629,2,BB,0,3,True,Js Th 5h 9c 6d,8h 8d,80,-80,9,0,-80,80
4890,1630,0,BTN,0,2,False,6c 3c 3h 9s,3d 7d,0,0,9,0,-120,120
4891,1630,1,SB,0,0,False,,5c Ks,-10,10,2,0,-10,10
4892,1630,2,BB,0,3,True,6c 3c 3h 9s 5d,4d 4c,-744,744,11,0,744,-744
4893,1631,0,BTN,0,0,False,,7h 9c,0,0,4,0,-20,20
4894,1631,1,SB,0,0,False,,9s 4c,-10,10,2,0,-10,10
4895,1631,2,BB,0,3,True,6s Td 6d Tc 4h,Jh 7d,20,-20,9,0,-20,20
4896,1632,0,BTN,0,3,True,9d Kd Td 5d Kh,Qs 6c,0,0,9,0,-20,20
4897,1632,1,SB,0,3,True,9d Kd Td 5d Kh,As 8c,-60,60,9,0,-60,60
4898,1632,2,BB,0,1,False,9d Kd Td,9h 6h,20,-20,6,0,-20,20
4899,1633,0,BTN,0,2,False,4c Ac 4d Ah,9c 6c,60,-60,8,60,-10,-50
4900,1633,1,SB,0,0,False,,6s 9h,-10,10,2,0,-10,10
4901,1633,2,BB,0,3,True,4c Ac 4d Ah 3s,Tc 2h,20,-20,9,0,-20,20
4902,1634,0,BTN,0,3,True,Qh 3s 5c Td As,Qd 6s,0,0,11,0,-1704,1704
4903,1634,1,SB,0,0,False,,8h Qc,-10,10,2,0,-10,10
4904,1634,2,BB,0,3,True,Qh 3s 5c Td As,Qs 3c,840.0,-840.0,8,0.0,-840.0,840.0
4905,1635,0,BTN,0,3,True,Qs 8d 6h 9h 2c,6d Td,-1755,1755,9,-1755,-10,1765
4906,1635,1,SB,0,3,True,Qs 8d 6h 9h 2c,Qh 4h,-476.19047619047615,476.19047619047615,10,0.0,-476.19047619047615,476.19047619047615
4907,1635,2,BB,0,3,True,Qs 8d 6h 9h 2c,8c 6c,2000,-2000,10,0,-2000,2000
4908,1636,0,BTN,0,1,False,8s 9d 6h,8h 4c,0,0,5,0,20,-20
4909,1636,1,SB,0,0,False,,7d 9h,-10,10,2,0,-10,10
4910,1636,2,BB,0,1,False,8s 9d 6h,Js 4s,-20,20,5,0,20,-20
4911,1637,0,BTN,0,1,False,2c 8d Ts,3c 6d,0,0,6,0,-20,20
4912,1637,1,SB,0,0,False,,4h Kd,-10,10,2,0,-10,10
4913,1637,2,BB,0,1,False,2c 8d Ts,Jh Th,20,-20,6,0,-20,20
4914,1638,0,BTN,0,3,True,Ah 5c 2h 7d 4d,7h Ts,0,0,10,0,-60,60
4915,1638,1,SB,0,0,False,,Jc 2c,-10,10,2,0,-10,10
4916,1638,2,BB,0,3,True,Ah 5c 2h 7d 4d,5s 6s,186,-186,11,0,-186,186
4917,1639,0,BTN,0,2,False,Ts 6s 6c Ah,4s 2c,0,0,7,0,20,-20
4918,1639,1,SB,0,0,False,,4h Ac,-10,10,2,0,-10,10
4919,1639,2,BB,0,2,False,Ts 6s 6c Ah,7h 3h,-20,20,7,0,20,-20
4920,1640,0,BTN,0,3,True,5s As Qd 2c Ah,Th 6d,0,0,11,0,1704,-1704
4921,1640,1,SB,0,0,False,,Qh 8d,-10,10,2,0,-10,10
4922,1640,2,BB,0,3,True,5s As Qd 2c Ah,Qs 3d,-660.0,660.0,8,0.0,660.0,-660.0
4923,1641,0,BTN,0,3,True,3d 7d 7c 5c As,Qs Kd,96,-96,10,96,-10,-86
4924,1641,1,SB,0,3,True,3d 7d 7c 5c As,4d Qd,-137,137,11,157,-137,-20
4925,1641,2,BB,0,3,True,3d 7d 7c 5c As,8h 6d,-20,20,10,60,-40,-20
4926,1642,0,BTN,0,3,True,9d 7d As 2c Ah,6h 8h,-338,338,11,-338,-10,348
4927,1642,1,SB,0,0,False,,9h 2d,-10,10,2,0,-10,10
4928,1642,2,BB,0,1,False,9d 7d As,3h Qd,-20,20,5,0,20,-20
4929,1643,0,BTN,0,3,False,3c 3d Ac 7s 4h,Tc 8d,0,0,10,0,-20,20
4930,1643,1,SB,0,0,False,,Js 6c,-10,10,2,0,-10,10
4931,1643,2,BB,0,1,False,3c 3d Ac,5d 6d,20,-20,6,0,-20,20
4932,1644,0,BTN,0,1,False,Ac 2s Td,8c 9d,0,0,6,0,-20,20
4933,1644,1,SB,0,0,False,,4s 5h,-10,10,2,0,-10,10
4934,1644,2,BB,0,1,False,Ac 2s Td,6c Ah,20,-20,6,0,-20,20
4935,1645,0,BTN,0,3,True,Kc Jh 5h 4h Ad,Js 8s,60,-60,9,60,-10,-50
4936,1645,1,SB,0,0,False,,4c 7d,-10,10,2,0,-10,10
4937,1645,2,BB,0,3,True,Kc Jh 5h 4h Ad,8c 2h,-20,20,9,0,20,-20
4938,1646,0,BTN,0,1,False,As 8h 4s,7d Js,0,0,5,0,20,-20
4939,1646,1,SB,0,3,True,As 8h 4s 3h Tc,4h 3s,-10,10,9,-20,-10,30
4940,1646,2,BB,0,2,False,As 8h 4s 3h,Jc 9h,-20,20,9,-20,40,-20
4941,1647,0,BTN,0,1,False,4c Ts Qs,Qd 7c,0,0,5,0,20,-20
4942,1647,1,SB,0,3,False,4c Ts Qs 7h 9s,4h Ah,-150,150,10,0,-150,150
4943,1647,2,BB,0,3,True,4c Ts Qs 7h 9s,9c Jd,120,-120,9,0,-120,120
4944,1648,0,BTN,0,1,False,Qd 4h 9s,Jh 3d,0,0,5,0,120,-120
4945,1648,1,SB,0,2,False,Qd 4h 9s 6c,Kc Ks,100,-100,7,0,100,-100
4946,1648,2,BB,0,0,False,,Js 7c,-20,20,3,0,20,-20
4947,1649,0,BTN,0,3,True,2s 9c Ts Kd 5s,Kh 7s,0,0,10,0,120,-120
4948,1649,1,SB,0,2,False,2s 9c Ts Kd,5d 6c,-10,10,9,130,-10,-120
4949,1649,2,BB,0,2,False,2s 9c Ts Kd,3h 4s,-20,20,11,40,-20,-20
4950,1650,0,BTN,0,2,False,2d 7h 3d 6h,3c 8s,0,0,7,0,20,-20
4951,1650,1,SB,0,0,False,,9h 6c,-10,10,2,0,-10,10
4952,1650,2,BB,0,2,False,2d 7h 3d 6h,Th Js,-20,20,7,0,20,-20
4953,1651,0,BTN,0,3,True,7c 5h 6h 3c 5c,Qs Js,-50,50,9,-50,-10,60
4954,1651,1,SB,0,0,False,,Qh 3s,-10,10,2,0,-10,10
4955,1651,2,BB,0,3,True,7c 5h 6h 3c 5c,3h 8c,-20,20,9,0,20,-20
4956,1652,0,BTN,0,3,True,Ah 2d 5d Qs Jh,8s Ks,60,-60,9,60,-10,-50
4957,1652,1,SB,0,3,True,Ah 2d 5d Qs Jh,2c 3h,-10,10,9,30,-10,-20
4958,1652,2,BB,0,3,True,Ah 2d 5d Qs Jh,4d 7h,-20,20,9,30,-10,-20
4959,1653,0,BTN,0,0,False,,2c 7d,0,0,4,0,-20,20
4960,1653,1,SB,0,0,False,,7s 3c,-10,10,2,0,-10,10
4961,1653,2,BB,0,3,True,2h Ah Td Jh 9c,5d 5s,20,-20,9,0,-20,20
4962,1654,0,BTN,0,0,False,,6s Qc,0,0,4,0,-20,20
4963,1654,1,SB,0,0,False,,2s 9h,-10,10,2,0,-10,10
4964,1654,2,BB,0,3,True,Jc 8c 2h 9d 4s,As 9s,-2000,2000,12,0,2000,-2000
4965,1655,0,BTN,0,2,False,Kd Js 7s 8s,Td Jh,60,-60,8,60,-10,-50
4966,1655,1,SB,0,0,False,,Ah 3s,-10,10,2,0,-10,10
4967,1655,2,BB,0,3,False,Kd Js 7s 8s Ts,3h 4c,-20,20,9,0,20,-20
4968,1656,0,BTN,0,0,False,,Kd 4s,0,0,4,0,-20,20
4969,1656,1,SB,0,1,False,Ad Th 9c,9s Tc,-100,100,6,0,-100,100
4970,1656,2,BB,0,3,True,Ad Th 9c Ts Qd,As Jd,-2000,2000,12,0,2000,-2000
4971,1657,0,BTN,0,0,False,,6d 2s,0,0,3,0,20,-20
4972,1657,1,SB,0,2,False,Jd 9c 4h 2d,Kh Ac,-100,100,8,0,-100,100
4973,1657,2,BB,0,0,False,,9d 3c,-20,20,3,0,20,-20
4974,1658,0,BTN,0,1,False,9h 7s 4c,Jc 2h,0,0,6,0,-20,20
4975,1658,1,SB,0,0,False,,3c 8c,-10,10,2,0,-10,10
4976,1658,2,BB,0,3,False,9h 7s 4c 6h 2d,7h 2s,20,-20,10,0,-20,20
4977,1659,0,BTN,0,1,False,7d Jc Jd,5d Ks,0,0,6,0,-20,20
4978,1659,1,SB,0,0,False,,4d 9s,-10,10,2,0,-10,10
4979,1659,2,BB,0,1,False,7d Jc Jd,3c Ad,20,-20,6,0,-20,20
4980,1660,0,BTN,0,3,False,7d 2c 4c 8s 9h,6h Th,96,-96,11,96,-10,-86
4981,1660,1,SB,0,0,False,,Qc 7h,-10,10,2,0,-10,10
4982,1660,2,BB,0,1,False,7d 2c 4c,Jc 3h,-20,20,5,0,20,-20
4983,1661,0,BTN,0,1,False,Qd 6d Td,4s 2c,0,0,5,0,20,-20
4984,1661,1,SB,0,1,False,Qd 6d Td,Qc Kc,60,-60,5,0,60,-60
4985,1661,2,BB,0,1,False,Qd 6d Td,7h 3c,-20,20,5,0,20,-20
4986,1662,0,BTN,0,3,True,Jc 7c 9d 2h 4c,6s 7s,-215,215,9,-215,-10,225
4987,1662,1,SB,0,2,False,Jc 7c 9d 2h,Kc 2c,100,-100,7,0,100,-100
4988,1662,2,BB,0,2,False,Jc 7c 9d 2h,3c 5c,-40,40,7,0,40,-40
4989,1663,0,BTN,0,3,True,Kc 6d 7s 2h Ts,7d 8s,0,0,9,0,-20,20
4990,1663,1,SB,0,0,False,,4s 3d,-10,10,2,0,-10,10
4991,1663,2,BB,0,3,True,Kc 6d 7s 2h Ts,3c 5s,20,-20,9,0,-20,20
4992,1664,0,BTN,0,3,True,3h 4h Th 7s 9d,Kh Qc,-230,230,10,-230,250,-20
4993,1664,1,SB,0,1,False,3h 4h Th,Js Ac,-88,88,7,108,-88,-20
4994,1664,2,BB,0,3,True,3h 4h Th 7s 9d,4s 2h,40,-40,12,-20,-20,40
4995,1665,0,BTN,0,1,False,Qs Jd Tc,4d 3h,0,0,5,0,20,-20
4996,1665,1,SB,0,0,False,,Qd 6c,-10,10,2,0,-10,10
4997,1665,2,BB,0,1,False,Qs Jd Tc,8d 4h,-20,20,5,0,20,-20
4998,1666,0,BTN,0,3,False,Qd Jh Ah 4c 5c,2h Jd,0,0,9,0,320,-320
4999,1666,1,SB,0,3,True,Qd Jh Ah 4c 5c,Js Ad,580,-580,9,0,580,-580
5000,1666,2,BB,0,3,False,Qd Jh Ah 4c 5c,2c Kh,-320,320,9,0,320,-320
5001,1667,0,BTN,0,1,False,9c 2s 8s,7c Qh,0,0,6,0,-20,20
5002,1667,1,SB,0,0,False,,Kh 3c,-10,10,2,0,-10,10
5003,1667,2,BB,0,3,True,9c 2s 8s As Ts,4d 9h,46,-46,10,0,-46,46
5004,1668,0,BTN,0,1,False,2d 4d 6h,Js 7d,0,0,5,0,20,-20
5005,1668,1,SB,0,2,False,2d 4d 6h 7s,9s 6c,-10,10,8,30,-10,-20
5006,1668,2,BB,0,3,True,2d 4d 6h 7s 9c,9h Tc,-20,20,14,-1694,1714,-20
5007,1669,0,BTN,0,3,True,2c Jh 4d Tc 7d,As Qs,-1755,1755,9,-1755,-10,1765
5008,1669,1,SB,0,1,False,2c Jh 4d,9d Ts,-88,88,7,108,-88,-20
5009,1669,2,BB,0,2,False,2c Jh 4d Tc,2h 2s,-60,60,10,80,-20,-60
5010,1670,0,BTN,0,3,True,9d Ah 9s 4c 2s,Ad 7c,962,-962,14,962,-912,-50
5011,1670,1,SB,0,1,False,9d Ah 9s,7s Qs,60,-60,5,0,60,-60
5012,1670,2,BB,0,3,True,9d Ah 9s 4c 2s,5c 3d,46,-46,10,0,-46,46
5013,1671,0,BTN,0,3,True,5s 9s 2s Qh 4d,2c 3h,0,0,9,0,0,0
5014,1671,1,SB,0,3,True,5s 9s 2s Qh 4d,As 6c,0,0,9,0,0,0
5015,1671,2,BB,0,3,True,5s 9s 2s Qh 4d,6d Ah,0,0,9,0,0,0
5016,1672,0,BTN,0,2,False,4s 4h Ks 6d,Jh 2d,0,0,7,0,20,-20
5017,1672,1,SB,0,0,False,,2c Ah,-10,10,2,0,-10,10
5018,1672,2,BB,0,3,False,4s 4h Ks 6d Ac,5c Th,-40,40,9,0,40,-40
5019,1673,0,BTN,0,3,True,Kc 8c 6c 8d Ad,4h 4d,250,-250,10,250,-230,-20
5020,1673,1,SB,0,3,False,Kc 8c 6c 8d Ad,9d 7d,-250,250,10,0,-250,250
5021,1673,2,BB,0,3,True,Kc 8c 6c 8d Ad,2h 6d,40,-40,9,0,-40,40
5022,1674,0,BTN,0,0,False,,9c 3s,0,0,3,0,20,-20
5023,1674,1,SB,0,1,False,Qs 8s Jd,Ad Ks,60,-60,5,0,60,-60
5024,1674,2,BB,0,1,False,Qs 8s Jd,2c 5c,-120,120,5,0,120,-120
5025,1675,0,BTN,0,1,False,Ts Tc As,9d 2h,0,0,7,0,-120,120
5026,1675,1,SB,0,0,False,,Jd 5d,-60,60,4,0,-60,60
5027,1675,2,BB,0,3,True,Ts Tc As 4s 3s,Ac Kh,107,-107,11,0,-107,107
5028,1676,0,BTN,0,3,True,6d Qs 4c Js 8h,2c 7h,0,0,11,0,-1920,1920
5029,1676,1,SB,0,2,False,6d Qs 4c Js,Ks Ah,-240,240,9,0,-240,240
5030,1676,2,BB,0,0,False,,4h Qc,-20,20,3,0,20,-20
5031,1677,0,BTN,0,3,False,Ac Js 3h Jd 9h,4s As,60,-60,10,60,-10,-50
5032,1677,1,SB,0,1,False,Ac Js 3h,Qh Td,60,-60,5,0,60,-60
5033,1677,2,BB,0,3,True,Ac Js 3h Jd 9h,6d 4d,-20,20,9,0,20,-20
5034,1678,0,BTN,0,3,True,2h 3c 9d 9h 8d,Qh 7c,0,0,9,0,1280,-1280
5035,1678,1,SB,0,3,True,2h 3c 9d 9h 8d,3s As,928,-928,10,0,928,-928
5036,1678,2,BB,0,1,False,2h 3c 9d,Js 2s,-20,20,5,0,20,-20
5037,1679,0,BTN,0,2,False,3d 4h 6s 7h,As 2d,0,0,8,0,480,-480
5038,1679,1,SB,0,0,False,,Kc 6h,-10,10,2,0,-10,10
5039,1679,2,BB,0,3,True,3d 4h 6s 7h 6c,Qd 3c,-1280,1280,9,0,1280,-1280
5040,1680,0,BTN,0,3,True,4c 3h Jh 8s 3d,As Ks,-950,950,9,-950,970,-20
5041,1680,1,SB,0,0,False,,8d Ah,-88,88,5,108,-88,-20
5042,1680,2,BB,0,3,True,4c 3h Jh 8s 3d,5d 2c,-20,20,12,-20,40,-20
5043,1681,0,BTN,0,1,False,Ah 9d Qc,4d 2h,0,0,6,0,-20,20
5044,1681,1,SB,0,0,False,,2s Tc,-10,10,2,0,-10,10
5045,1681,2,BB,0,3,True,Ah 9d Qc Qs Th,9h Ks,-184,184,10,0,184,-184
5046,1682,0,BTN,0,1,False,3c 3s Qh,8s Kd,0,0,5,0,20,-20
5047,1682,1,SB,0,0,False,,Qd 5s,-10,10,2,0,-10,10
5048,1682,2,BB,0,1,False,3c 3s Qh,2d 9d,-20,20,5,0,20,-20
5049,1683,0,BTN,0,3,False,9c 7h 6h 2c Td,As 3s,-50,50,9,-50,-10,60
5050,1683,1,SB,0,0,False,,5h 7c,-10,10,2,0,-10,10
5051,1683,2,BB,0,3,True,9c 7h 6h 2c Td,Tc 3c,1760,-1760,11,0,-1760,1760
5052,1684,0,BTN,0,2,False,9s Td Qs Kc,8d 9h,0,0,8,0,-20,20
5053,1684,1,SB,0,3,False,9s Td Qs Kc 4s,8h Ac,-400,400,11,0,-400,400
5054,1684,2,BB,0,3,False,9s Td Qs Kc 4s,Jc 5d,93,-93,11,0,-93,93
5055,1685,0,BTN,0,3,False,Js 8h 7c 6s 5h,4h 7d,0,0,10,0,-20,20
5056,1685,1,SB,0,3,False,Js 8h 7c 6s 5h,3d 3s,-60,60,10,0,-60,60
5057,1685,2,BB,0,3,False,Js 8h 7c 6s 5h,9c 3c,20,-20,10,0,-20,20
5058,1686,0,BTN,0,3,False,9d Kd 2s Ks Qs,4c Ad,-132,132,10,-132,-10,142
5059,1686,1,SB,0,0,False,,5c 3h,-10,10,2,0,-10,10
5060,1686,2,BB,0,3,False,9d Kd 2s Ks Qs,3d Qh,20,-20,10,0,-20,20
5061,1687,0,BTN,0,3,True,6s Th 5h As Ac,Qc Kd,-1755,1755,9,-1755,-10,1765
5062,1687,1,SB,0,2,False,6s Th 5h As,Qh Td,-781,781,11,-262,-781,1043
5063,1687,2,BB,0,1,False,6s Th 5h,7d Ah,-20,20,6,-20,40,-20
5064,1688,0,BTN,0,3,False,Kd 3d 4s Td Qc,Jc 9d,100,-100,14,100,-50,-50
5065,1688,1,SB,0,3,False,Kd 3d 4s Td Qc,7h Jh,-88,88,11,108,-88,-20
5066,1688,2,BB,0,3,False,Kd 3d 4s Td Qc,3s 6c,-20,20,14,40,-20,-20
5067,1689,0,BTN,0,3,True,7c 2s Td Th Jd,2h 8h,0,0,12,0,-1920,1920
5068,1689,1,SB,0,0,False,,5d Ah,-60,60,4,0,-60,60
5069,1689,2,BB,0,3,True,7c 2s Td Th Jd,Qc Qh,267,-267,12,0,-267,267
5070,1690,0,BTN,0,3,True,Ks 3h 8h 7s Qh,2c 9s,0,0,10,0,-1520,1520
5071,1690,1,SB,0,0,False,,Ah Qs,20,-20,3,0,20,-20
5072,1690,2,BB,0,3,True,Ks 3h 8h 7s Qh,Th 4h,2000,-2000,11,0,-2000,2000
5073,1691,0,BTN,0,3,True,6s 8d Th Kh Ac,Jd 5c,0,0,10,0,-1520,1520
5074,1691,1,SB,0,2,False,6s 8d Th Kh,6c 7c,-240,240,9,0,-240,240
5075,1691,2,BB,0,3,True,6s 8d Th Kh Ac,8c 2h,320,-320,9,0,-320,320
5076,1692,0,BTN,0,1,False,3s Js 6h,Qh 9d,-50,50,5,-50,-10,60
5077,1692,1,SB,0,0,False,,4h Qd,-10,10,2,0,-10,10
5078,1692,2,BB,0,1,False,3s Js 6h,As 4d,20,-20,6,0,-20,20
5079,1693,0,BTN,0,3,True,Qd Ts Kc Tc Th,Ah 8h,-88,88,14,-88,-484,572
5080,1693,1,SB,0,3,True,Qd Ts Kc Tc Th,9d 9c,108,-108,10,-88,108,-20
5081,1693,2,BB,0,3,True,Qd Ts Kc Tc Th,3d Qh,120,-120,13,-60,-60,120
5082,1694,0,BTN,0,0,False,,7s 5d,0,0,4,0,-20,20
5083,1694,1,SB,0,0,False,,7c 2s,-10,10,2,0,-10,10
5084,1694,2,BB,0,3,True,6c 8h 8c 7h 9h,Ad Ks,-80,80,9,0,80,-80
5085,1695,0,BTN,0,3,False,5c 2h 4h 6s 7s,4s Td,0,0,10,0,-80,80
5086,1695,1,SB,0,0,False,,9s 5h,-10,10,2,0,-10,10
5087,1695,2,BB,0,3,False,5c 2h 4h 6s 7s,8d Ah,425,-425,12,0,-425,425
5088,1696,0,BTN,0,1,False,Qc 4s 9c,3h 8h,0,0,5,0,120,-120
5089,1696,1,SB,0,3,True,Qc 4s 9c 6h 3c,Ks Ac,60,-60,9,0,60,-60
5090,1696,2,BB,0,0,False,,8c Kh,-240,240,5,0,240,-240
5091,1697,0,BTN,0,2,False,8s 2s 9c Qd,7s 2d,0,0,8,0,480,-480
5092,1697,1,SB,0,3,True,8s 2s 9c Qd 8d,Ac 8c,232,-232,9,0,232,-232
5093,1697,2,BB,0,1,False,8s 2s 9c,Kh 7h,-20,20,5,0,20,-20
5094,1698,0,BTN,0,3,True,Ad Qh 4c 3s Ks,6s Kc,0,0,9,0,1280,-1280
5095,1698,1,SB,0,3,True,Ad Qh 4c 3s Ks,As 7c,2262,-2262,12,-2000,2262,-262
5096,1698,2,BB,0,2,False,Ad Qh 4c 3s,5s Kh,-20,20,8,-110,130,-20
5097,1699,0,BTN,0,3,True,Ah 3c Kd Js Th,3s 2s,0,0,10,0,1704,-1704
5098,1699,1,SB,0,3,True,Ah 3c Kd Js Th,Kh Kc,2000.0,-2000.0,10,0.0,2000.0,-2000.0
5099,1699,2,BB,0,3,True,Ah 3c Kd Js Th,As 8d,-2000.0,2000.0,8,0.0,2000.0,-2000.0
5100,1700,0,BTN,0,3,False,7h 4d 4h Kc Tc,Ts 2s,0,0,9,0,20,-20
5101,1700,1,SB,0,0,False,,Td 2c,-10,10,2,0,-10,10
5102,1700,2,BB,0,3,False,7h 4d 4h Kc Tc,2d 9d,-20,20,9,0,20,-20
5103,1701,0,BTN,0,3,True,6d 7h 5s Td 3s,7c 2c,0,0,9,0,20,-20
5104,1701,1,SB,0,0,False,,3d Jd,-10,10,2,0,-10,10
5105,1701,2,BB,0,3,True,6d 7h 5s Td 3s,9h 2s,-20,20,9,0,20,-20
5106,1702,0,BTN,0,0,False,,9s 7c,0,0,4,0,-20,20
5107,1702,1,SB,0,0,False,,Ts 6d,-10,10,2,0,-10,10
5108,1702,2,BB,0,3,True,2d Ks 5h 9c 5d,4d 3c,-20,20,9,0,20,-20
5109,1703,0,BTN,0,3,False,6h Kc 7s Th 3h,Qd Jd,-215,215,9,-215,-10,225
5110,1703,1,SB,0,0,False,,9d 5d,-10,10,2,0,-10,10
5111,1703,2,BB,0,2,False,6h Kc 7s Th,Qc Tc,20,-20,8,0,-20,20
5112,1704,0,BTN,0,3,True,Jc 8d 5c 3s 3h,7s 6d,0,0,11,0,1604,-1604
5113,1704,1,SB,0,0,False,,Jd 3c,-10,10,2,0,-10,10
5114,1704,2,BB,0,3,True,Jc 8d 5c 3s 3h,8s 5h,840.0,-840.0,8,0.0,-840.0,840.0
5115,1705,0,BTN,0,2,False,9h Qd Jh Qc,Ac Kh,96,-96,9,96,-10,-86
5116,1705,1,SB,0,1,False,9h Qd Jh,9d 3s,-10,10,6,30,-10,-20
5117,1705,2,BB,0,3,True,9h Qd Jh Qc 5d,4s 8d,-20,20,12,-20,40,-20
5118,1706,0,BTN,0,2,False,Th 6c 7s 9s,Ts 7h,0,0,7,0,480,-480
5119,1706,1,SB,0,3,True,Th 6c 7s 9s Ah,Jc Js,250,-250,9,0,250,-250
5120,1706,2,BB,0,2,False,Th 6c 7s 9s,4d 4h,-480,480,7,0,480,-480
5121,1707,0,BTN,0,3,False,5h 4s 2d 5c 2c,Kd Tc,-50,50,13,-50,-50,100
5122,1707,1,SB,0,2,False,5h 4s 2d 5c,8h 7h,-240,240,9,0,-240,240
5123,1707,2,BB,0,2,False,5h 4s 2d 5c,4h Ad,20,-20,8,0,-20,20
5124,1708,0,BTN,0,2,False,Qc 3h 5s 8c,Qh Ts,60,-60,8,60,-10,-50
5125,1708,1,SB,0,0,False,,Td 7s,-10,10,2,0,-10,10
5126,1708,2,BB,0,3,True,Qc 3h 5s 8c 2d,2h Jd,20,-20,9,0,-20,20
5127,1709,0,BTN,0,3,False,Ts 5s 6s 3d 7c,Ks 7s,250,-250,10,250,-230,-20
5128,1709,1,SB,0,2,False,Ts 5s 6s 3d,Qs Jh,-970,970,10,990,-970,-20
5129,1709,2,BB,0,3,True,Ts 5s 6s 3d 7c,Th 5h,-1594.2857142857142,1594.2857142857142,14,1854.2857142857142,-260.0,-1594.2857142857142
5130,1710,0,BTN,0,3,True,4c 8s 3d 2s 2h,4d 6c,0,0,10,0,-120,120
5131,1710,1,SB,0,0,False,,5c Qs,-10,10,2,0,-10,10
5132,1710,2,BB,0,3,True,4c 8s 3d 2s 2h,Qd 6h,20,-20,9,0,-20,20
5133,1711,0,BTN,0,3,True,6d 3h 8c Ks 6c,Jd 3c,0,0,9,0,-20,20
5134,1711,1,SB,0,0,False,,2c Td,-10,10,2,0,-10,10
5135,1711,2,BB,0,3,True,6d 3h 8c Ks 6c,Js 4c,20,-20,9,0,-20,20
5136,1712,0,BTN,0,1,False,8s 8c 8d,3d 7d,0,0,5,0,20,-20
5137,1712,1,SB,0,0,False,,8h 6s,-10,10,2,0,-10,10
5138,1712,2,BB,0,2,False,8s 8c 8d As,4d 5c,-80,80,7,0,80,-80
